Maintenance_ID,Aircraft_ID,Aircraft_Type,Maintenance_Type,Maintenance_Category,Scheduled_Date,Actual_Start_Date,Completion_Date,Budgeted_Cost,Actual_Cost,Labor_Hours,Parts_Cost,Vendor,Priority,Status,Location,Downtime_Hours,Technician_Count,Cost_Variance,Cost_Variance_Percent
M4886,A60,B737,scheduled,Engine,,2022-10-18,,13278.0,15526.0,191.0,,V-A,,Delayed,Toronto,90.0,4.0,2248.0,16.93
M4829,A25,A320,scheduled,Engine,,2022-06-02,,19655.0,15010.0,27.0,55456.0,,,Cancelled,,,,,
M2418,A46,b737,Scheduled,Hydraulics,,2024-07-01,2024-07-05,,126602.0,155.0,,,Medium,,,,,,-14.86
M3140,A37,,scheduled,,2022-12-12,,2022-12-17,37030.0,51430.0,204.0,46729.0,V-B,High,completed,Toronto,,6.0,14400.0,38.89
M4591,A12,,,Structure,,2022-10-19,,,63123.0,,,V-A,Low,Completed,NewYork,,10.0,-3075.0,
M2317,A08,B737,Preventive,Electrical,2024-02-05,,2024-02-08,,77062.0,178.0,74020.0,V-B,Critical,Delayed,NewYork,68.0,5.0,,-13.79
M4944,A15,B737,scheduled,Engine,2022-01-14,,,,32870.0,,37111.0,V-B,Low,Cancelled,Dallas,,8.0,8998.0,37.69
M1011,A27,B737,scheduled,Electrical,,2024-05-22,2024-05-24,,83351.0,15.0,69100.0,V-A,Critical,Delayed,Mumbai,145.0,,-25549.0,-23.46
M1030,A52,B777,Emergency,,,,2023-01-23,,84247.0,,,,Low,completed,Frankfurt,103.0,10.0,,
M2035,A41,,Emergency,Engine,,,2022-06-18,145384.0,213966.0,24.0,57276.0,V-B,Low,,Atlanta,47.0,1.0,,
M829,A20,B777,Scheduled,LandingGear,2023-03-29,,,,,69.0,66902.0,,Medium,Completed,Singapore,,,-16575.0,
M2523,A07,B777,,,2022-12-15,,2022-12-22,,108821.0,,,InHouse,High,,Paris,,10.0,15012.0,16.0
M1565,A11,A-320,,Avionics,,2024-02-23,,,6436.0,75.0,,,,completed,NewYork,,10.0,-1896.0,-22.76
M097,A31,B787,,Engine,2023-04-19,,2023-04-21,,,120.0,14566.0,V-C,Critical,completed,Singapore,49.0,,,
M2882,A51,,Preventive,Avionics,2024-07-04,,2024-07-05,,18141.0,,6185.0,InHouse,Critical,,,77.0,8.0,-503.0,
M4443,A41,,scheduled,,,,2022-12-22,39608.0,57018.0,212.0,52981.0,inhouse,Medium,completed,LosAngeles,,5.0,,
M3791,A05,B777,Scheduled,,2024-09-20,2024-10-01,,87152.0,110557.0,,50854.0,,Critical,Delayed,,48.0,10.0,,
M3796,A43,,,Avionics,2023-10-04,,2023-10-21,68870.0,78020.0,,,InHouse,,Cancelled,Amsterdam,45.0,,,
M1201,A26,B777,Unscheduled,,2024-01-13,2024-01-24,2024-01-29,,,,44597.0,V-C,Medium,completed,,,10.0,-10651.0,-17.08
M622,A60,A350,Scheduled,Structure,,2024-03-23,,,,,,inhouse,High,,Chennai,138.0,10.0,52877.0,45.13
M567,A22,B787,Unscheduled,Engine,,2023-09-27,,11808.0,,,2610.0,inhouse,Critical,completed,Toronto,54.0,,746.0,
M544,A40,,scheduled,Hydraulics,,2023-11-26,2023-11-27,,69625.0,104.0,31516.0,InHouse,,completed,NewYork,118.0,5.0,-20628.0,-22.86
M1335,A47,B777,,,2024-05-18,2024-05-30,,,,,52171.0,inhouse,,Cancelled,London,,7.0,,-0.1
M1804,A43,,Scheduled,,,2023-11-05,2023-11-08,46739.0,47221.0,203.0,64173.0,V-C,,Completed,Singapore,89.0,9.0,482.0,1.03
M052,A29,B777,,,2023-09-13,2023-09-17,2023-09-22,104713.0,111038.0,83.0,,inhouse,,,,30.0,4.0,6325.0,6.04
M4879,A56,A-320,,Avionics,2022-09-22,,,103621.0,,29.0,,inhouse,,completed,Paris,,,,20.09
M4869,A41,A350,,,2022-07-15,,,117162.0,149061.0,112.0,,V-B,,Cancelled,Toronto,120.0,8.0,31899.0,27.23
M2340,A58,A350,Unscheduled,Electrical,2023-12-22,2023-12-19,2023-12-22,28478.0,27740.0,174.0,4507.0,,,completed,Dubai,102.0,,-738.0,
M746,A32,,,Hydraulics,,2024-09-26,,33885.0,49999.0,,,,Medium,completed,Amsterdam,46.0,5.0,16114.0,47.55
M4162,A11,,Unscheduled,Electrical,2022-11-14,2022-11-11,2022-11-14,98814.0,,179.0,44131.0,,,Cancelled,,,2.0,,-23.45
M1730,A33,b737,,,2023-11-21,,2023-11-21,,,,12584.0,,High,Completed,Frankfurt,58.0,8.0,,
M3612,A11,A350,scheduled,Structure,,2023-12-17,,,81792.0,,28773.0,V-B,Low,InProgress,Chicago,49.0,8.0,,-14.2
M196,A05,,scheduled,Avionics,,2023-03-15,2023-03-16,5284.0,4600.0,137.0,59335.0,V-A,,Delayed,Chennai,35.0,,-684.0,
M2147,A04,A320,,Avionics,2022-10-19,,2022-10-31,73808.0,86753.0,67.0,36106.0,,,Completed,Atlanta,113.0,,,17.54
M1673,A18,B787,Scheduled,LandingGear,,2022-10-03,,100047.0,,,6536.0,InHouse,High,Delayed,Toronto,,8.0,1139.0,
M3528,A03,,,LandingGear,2022-06-13,,,,124530.0,81.0,10841.0,V-C,Low,Delayed,Mumbai,,8.0,34027.0,37.6
M803,A53,A320,Preventive,LandingGear,,,2023-11-26,128237.0,105301.0,,27027.0,V-A,,,Paris,22.0,,-22936.0,-17.89
M3977,A59,B787,Unscheduled,LandingGear,,2022-05-13,2022-05-17,49911.0,,,,,Critical,Cancelled,Singapore,119.0,,-6736.0,-13.5
M621,A24,,,Structure,,2023-03-03,2023-03-03,,63810.0,88.0,89857.0,InHouse,,completed,Frankfurt,,,-25648.0,-28.67
M1505,A10,A320,Unscheduled,,2024-04-05,2024-04-11,2024-04-16,131713.0,196876.0,,28456.0,V-C,,Delayed,,,7.0,,
M3958,A18,A320,,Avionics,2023-11-01,2023-11-10,2023-11-14,,96900.0,206.0,,,Critical,Completed,Tokyo,28.0,10.0,11823.0,13.9
M3384,A20,B777,Unscheduled,LandingGear,2022-01-26,,2022-02-01,67930.0,,20.0,21425.0,,Medium,,,6.0,5.0,,13.93
M3863,A20,,,,2023-08-28,,2023-09-11,75147.0,,41.0,,,,Completed,,,,,-8.57
M658,A47,B787,Unscheduled,Avionics,,2023-05-12,,69945.0,83520.0,,16075.0,,High,Cancelled,,126.0,,13575.0,19.41
M1701,A43,A350,Preventive,Structure,2024-07-01,2024-07-01,,,,19.0,78437.0,V-C,High,Cancelled,Toronto,120.0,,30952.0,
M645,A37,A-320,Emergency,,,2023-09-07,,,140663.0,,80621.0,V-A,,,London,104.0,3.0,-3000.0,-2.09
M1738,A56,A350,Preventive,Electrical,,,,,,60.0,5941.0,V-A,Medium,completed,LosAngeles,31.0,7.0,9870.0,
M4340,A12,A-320,Scheduled,Engine,,2022-06-30,2022-07-03,,33823.0,186.0,,V-B,,Delayed,Paris,20.0,,-2325.0,-6.43
M3502,A47,,Unscheduled,,2022-09-27,2022-10-07,2022-10-09,,24925.0,90.0,43633.0,,,,Dubai,57.0,10.0,3898.0,18.54
M2946,A58,,Unscheduled,Structure,,2024-06-21,,15451.0,,68.0,16943.0,inhouse,Low,Cancelled,,19.0,3.0,,
M3800,A05,,,Electrical,2022-05-03,2022-05-09,,,118231.0,,33660.0,V-B,Critical,Delayed,NewYork,121.0,5.0,-30872.0,-20.71
M121,A21,b737,,Hydraulics,2023-06-23,,,24333.0,19472.0,124.0,68811.0,V-C,High,completed,,,3.0,-4861.0,
M2722,A02,,Scheduled,Hydraulics,2024-06-06,,2024-06-15,82645.0,85543.0,,81279.0,V-C,High,completed,Chennai,32.0,7.0,2898.0,3.51
M2289,A33,B777,Emergency,Structure,,2023-03-11,2023-03-11,31323.0,,5.0,4396.0,V-B,Medium,Cancelled,Dallas,,1.0,11023.0,35.19
M3892,A29,A320,,Hydraulics,,2023-04-08,,,178112.0,174.0,,,Critical,Cancelled,London,,7.0,49922.0,
M1261,A45,B787,Preventive,Electrical,,,2024-02-08,,,17.0,61450.0,,Medium,,London,72.0,9.0,2853.0,4.41
M2860,A36,,scheduled,,,2024-03-27,2024-04-01,,77726.0,134.0,81857.0,,Critical,Cancelled,,64.0,,-699.0,
M1231,A29,A-320,Scheduled,Engine,2023-11-17,2023-11-23,2023-11-29,34868.0,52181.0,,35617.0,,Low,InProgress,,59.0,8.0,17313.0,49.65
M4626,A41,A-320,Scheduled,Hydraulics,,,,69030.0,,,,V-B,Critical,Delayed,,,,-9464.0,-13.71
M4369,A15,,Unscheduled,Electrical,,,,81881.0,61505.0,,47481.0,,,InProgress,,109.0,1.0,-20376.0,-24.88
M3218,A04,A-320,scheduled,Electrical,,,,123488.0,167700.0,13.0,,V-B,Critical,Cancelled,London,37.0,1.0,44212.0,35.8
M3716,A50,A-320,Emergency,Avionics,2024-07-17,,2024-07-27,23676.0,33795.0,,89549.0,V-B,High,,LosAngeles,24.0,,10119.0,42.74
M135,A22,B787,Emergency,Structure,,,,125498.0,179424.0,,85319.0,,Low,InProgress,,,,53926.0,42.97
M3255,A36,,Scheduled,Structure,2024-04-28,,2024-05-05,141256.0,127175.0,30.0,18651.0,,,Completed,,,,,-9.97
M2405,A09,B737,Preventive,Electrical,2023-03-15,2023-03-14,2023-03-14,45145.0,64001.0,155.0,60739.0,,Medium,,Chennai,,,18856.0,41.77
M2909,A15,B777,,,,2022-11-22,2022-11-24,67421.0,61620.0,68.0,,inhouse,,,LosAngeles,114.0,9.0,-5801.0,-8.6
M2760,A27,B777,Preventive,Avionics,2023-08-12,2023-08-11,,,,,,V-A,Medium,Cancelled,Toronto,,9.0,-7329.0,
M1841,A14,,Preventive,LandingGear,2023-11-02,2023-11-12,,114180.0,155935.0,137.0,,V-B,High,,,122.0,,41755.0,36.57
M2961,A03,B737,,Electrical,2023-07-08,,2023-07-13,56523.0,70855.0,217.0,53180.0,V-A,,Delayed,,127.0,8.0,14332.0,25.36
M512,A33,A320,Preventive,Hydraulics,,2024-07-15,2024-07-18,30195.0,,104.0,63447.0,V-C,,Completed,Toronto,,,11040.0,
M063,A23,B777,scheduled,Electrical,2023-08-17,,2023-08-30,122059.0,,101.0,60682.0,V-C,High,InProgress,Dubai,103.0,4.0,,13.09
M3520,A26,B787,scheduled,Electrical,2023-07-08,2023-07-06,2023-07-08,83629.0,97108.0,185.0,,,,completed,London,89.0,3.0,,16.12
M4122,A07,B777,scheduled,Electrical,2022-03-01,2022-03-09,,55042.0,,,10924.0,,High,Completed,Tokyo,,6.0,,
M2073,A46,B777,Scheduled,Hydraulics,2024-08-17,2024-08-21,2024-08-21,133901.0,167819.0,150.0,75238.0,InHouse,,,Paris,,3.0,,25.33
M4289,A47,B777,,Structure,,2023-10-12,2023-10-18,118208.0,,,65307.0,,High,,,45.0,,,
M3868,A16,A350,,Hydraulics,2022-08-12,,2022-08-21,97794.0,131904.0,65.0,8225.0,V-C,Medium,completed,Chicago,,10.0,34110.0,
M2606,A36,A350,Unscheduled,Structure,2023-07-08,2023-07-16,,,170438.0,173.0,,V-B,,,,11.0,5.0,51241.0,42.99
M1212,A56,B737,scheduled,Structure,,,2024-04-02,41860.0,60175.0,88.0,18646.0,V-B,Medium,Cancelled,Chicago,9.0,10.0,18315.0,
M123,A42,A320,,,2022-10-09,2022-10-10,2022-10-13,144848.0,112219.0,44.0,23439.0,inhouse,,,NewYork,,,,
M3227,A30,A320,scheduled,Engine,2022-09-19,2022-09-19,2022-09-24,35901.0,26261.0,133.0,87599.0,V-C,Low,completed,Toronto,141.0,,-9640.0,-26.85
M3808,A38,B737,Scheduled,LandingGear,,,,138528.0,115034.0,,71497.0,V-A,High,InProgress,London,114.0,,-23494.0,-16.96
M3248,A26,,Emergency,Engine,,2022-12-12,,126887.0,,,,inhouse,Low,,Atlanta,124.0,7.0,1862.0,1.47
M3222,A27,B777,,,2024-07-03,2024-07-13,2024-07-14,107840.0,,,65056.0,inhouse,,,Chicago,118.0,6.0,3460.0,
M1211,A12,A350,Emergency,Electrical,2023-01-25,,,145548.0,,,20612.0,,,Completed,LosAngeles,,,-42104.0,-28.93
M568,A40,A350,Unscheduled,Avionics,2022-05-10,2022-05-15,2022-05-18,115364.0,125183.0,40.0,6776.0,V-A,,,Dubai,116.0,,9819.0,
M4832,A14,b737,,Structure,,2023-04-08,2023-04-10,,83270.0,,83548.0,,,Completed,Amsterdam,109.0,10.0,,-9.27
M549,A20,A350,Scheduled,LandingGear,2023-09-22,,,,15402.0,41.0,,V-C,,,Chennai,,1.0,3280.0,27.06
M865,A47,A350,Scheduled,,,2022-08-19,,,30793.0,161.0,33760.0,,Low,Completed,London,10.0,10.0,4689.0,17.96
M4385,A10,,,,,2022-08-11,2022-08-12,,99497.0,,60894.0,,,,LosAngeles,,7.0,31727.0,46.82
M1393,A16,A320,scheduled,Hydraulics,,2022-06-30,,106662.0,138527.0,51.0,22436.0,,Medium,Delayed,Chicago,41.0,2.0,31865.0,29.87
M4519,A24,B777,Preventive,Electrical,2024-07-07,2024-07-18,2024-07-19,46969.0,39594.0,,,V-A,Medium,,Dallas,95.0,,-7375.0,-15.7
M4642,A44,B737,,Structure,2022-01-20,,,,12392.0,46.0,28925.0,V-A,High,,NewYork,63.0,7.0,2861.0,30.02
M1783,A05,,,Electrical,2023-05-18,2023-05-21,2023-05-26,113195.0,110251.0,40.0,6405.0,V-A,Critical,,Singapore,12.0,7.0,,
M4640,A44,B787,,,,2023-12-18,2023-12-23,12787.0,,145.0,76240.0,InHouse,Low,Delayed,Atlanta,63.0,6.0,,
M721,A28,B787,Emergency,LandingGear,,2024-03-27,,118631.0,,164.0,15097.0,inhouse,Low,Cancelled,Dallas,,,48198.0,
M3584,A49,A320,Emergency,Structure,2022-01-13,2022-01-18,2022-01-21,92905.0,134874.0,,23373.0,V-A,,completed,Toronto,114.0,,41969.0,45.17
M2861,A03,B777,Unscheduled,Hydraulics,,2022-04-09,,29654.0,42887.0,,11811.0,,Medium,Cancelled,LosAngeles,111.0,6.0,13233.0,44.62
M691,A09,,,LandingGear,2023-05-28,,,107404.0,,,67005.0,V-A,High,Completed,Dubai,102.0,,30132.0,28.05
M603,A40,A-320,,LandingGear,,2023-06-12,,,7517.0,,,,,Completed,Chicago,100.0,8.0,-967.0,
M1700,A22,B737,Unscheduled,Avionics,2024-01-29,,2024-02-02,,22844.0,24.0,68321.0,,Low,completed,Amsterdam,23.0,5.0,,5.35
M3810,A35,B737,,,,,2022-10-25,125554.0,184145.0,141.0,31087.0,V-C,,Cancelled,Tokyo,,6.0,,46.67
M4693,A36,A-320,,,2024-06-01,,,107764.0,,,,,Low,completed,Chicago,,,39511.0,
M4585,A04,B777,Preventive,Engine,,2022-04-05,2022-04-11,147467.0,,,25103.0,V-B,Medium,Cancelled,Singapore,,4.0,30487.0,
M1833,A35,B787,,,2024-09-07,,2024-09-19,96991.0,130079.0,170.0,15961.0,V-C,,Completed,,97.0,1.0,,34.11
M4349,A31,A-320,Preventive,Electrical,2024-07-07,,,8682.0,11225.0,114.0,37925.0,V-B,Low,Cancelled,,13.0,,2543.0,
M319,A35,B737,Preventive,LandingGear,,,2024-08-04,6736.0,,,42342.0,InHouse,,,Chicago,,5.0,2097.0,
M3907,A15,B787,Unscheduled,Structure,,,2023-09-12,,184871.0,101.0,46553.0,InHouse,Critical,completed,Frankfurt,,10.0,45941.0,33.07
M1559,A10,B737,scheduled,,2024-09-24,,2024-09-29,70883.0,,,34341.0,,,completed,Chicago,6.0,,27500.0,38.8
M275,A60,B787,Unscheduled,,2023-12-18,2023-12-24,2023-12-29,87289.0,,,82810.0,,Medium,InProgress,,50.0,9.0,23524.0,
M4984,A27,A320,,Avionics,,,,91145.0,67583.0,83.0,,V-A,Medium,completed,Toronto,67.0,9.0,-23562.0,-25.85
M1362,A45,B787,scheduled,Electrical,2023-03-25,2023-04-03,2023-04-03,,,,,inhouse,Low,Delayed,,,,58734.0,46.73
M3199,A21,B737,,Structure,2022-06-16,2022-06-13,2022-06-16,69512.0,,95.0,,,Low,completed,,,,26886.0,
M3019,A02,B777,Unscheduled,Hydraulics,,2023-09-23,2023-09-27,58093.0,,,,V-A,High,InProgress,Dallas,16.0,10.0,1781.0,3.07
M3574,A08,B787,,Structure,2023-03-19,2023-03-18,,43401.0,,50.0,62703.0,V-B,Medium,,Singapore,97.0,3.0,-2490.0,
M3662,A59,A320,,,,,,56930.0,71161.0,,88072.0,V-A,Low,Cancelled,,77.0,7.0,,
M2808,A48,A350,Preventive,Avionics,2024-06-23,,2024-07-04,144465.0,152611.0,,2378.0,,Critical,Completed,Singapore,132.0,,8146.0,
M4410,A31,b737,,Hydraulics,,,2022-05-24,80245.0,67383.0,69.0,,V-B,Critical,completed,Atlanta,,5.0,,
M946,A20,A350,Unscheduled,LandingGear,,2023-10-26,2023-10-26,145061.0,,142.0,,InHouse,,completed,,,4.0,,
M4559,A18,B787,,Electrical,,2023-11-17,2023-11-21,102821.0,114700.0,182.0,80508.0,V-C,Low,Completed,,128.0,,11879.0,
M808,A15,B777,Scheduled,,,2023-02-18,,,81997.0,119.0,54714.0,V-B,,completed,Dallas,33.0,10.0,6660.0,8.84
M296,A06,,Emergency,,2024-07-01,2024-07-07,,126818.0,,,,V-B,High,,Chicago,119.0,3.0,,10.09
M1601,A16,B737,Unscheduled,,,,,63413.0,67650.0,73.0,75694.0,InHouse,,Completed,,101.0,8.0,4237.0,6.68
M2307,A52,,,,2024-02-26,2024-02-29,2024-03-03,141863.0,,166.0,,,Low,,,,,-28092.0,-19.8
M299,A59,A320,,Hydraulics,,,2023-08-29,70951.0,71026.0,95.0,46224.0,InHouse,Low,completed,,,,75.0,0.11
M069,A11,B737,,LandingGear,2022-09-19,,,80400.0,99863.0,,40210.0,InHouse,Medium,Cancelled,,82.0,4.0,19463.0,24.21
M4240,A32,A350,Preventive,Avionics,2023-02-08,,,116903.0,150324.0,,50173.0,,High,,,,4.0,,
M737,A04,b737,Unscheduled,Engine,2023-09-15,,,118656.0,93423.0,,16097.0,V-A,Critical,completed,,,2.0,-25233.0,-21.27
M3405,A05,A320,Preventive,,,2024-01-24,2024-01-28,,20529.0,,65239.0,,,completed,Chicago,,6.0,3158.0,
M3876,A53,B777,scheduled,Structure,2023-08-06,2023-08-18,,104289.0,127120.0,163.0,,V-A,,Delayed,Dallas,,6.0,,21.89
M3403,A06,,,,2022-01-07,2022-01-14,2022-01-17,,128535.0,214.0,36940.0,V-B,High,Cancelled,NewYork,96.0,8.0,13427.0,
M1814,A22,A350,,Engine,,2023-11-23,2023-11-27,18125.0,,26.0,44090.0,V-A,Critical,Completed,,106.0,3.0,5615.0,30.98
M3785,A13,,Preventive,Structure,2022-01-09,,2022-01-23,,6921.0,10.0,25847.0,,,Delayed,LosAngeles,9.0,,,-21.44
M151,A60,B737,Unscheduled,Avionics,2022-07-13,2022-07-13,2022-07-13,114901.0,136954.0,22.0,14224.0,inhouse,Critical,Cancelled,Dubai,,4.0,22053.0,
M757,A12,A-320,Unscheduled,,,,2023-02-04,,85600.0,71.0,81315.0,InHouse,,Cancelled,Chicago,10.0,3.0,,
M4418,A42,A320,Unscheduled,LandingGear,2023-02-16,2023-02-16,2023-02-16,27709.0,41426.0,125.0,,InHouse,High,,Amsterdam,30.0,5.0,13717.0,49.5
M3271,A06,B787,,LandingGear,2023-10-16,2023-10-13,2023-10-16,124755.0,,58.0,87192.0,V-C,Low,Delayed,Singapore,42.0,10.0,42632.0,34.17
M732,A32,B737,,Engine,2022-12-28,2023-01-01,2023-01-03,,,,,InHouse,Low,InProgress,Frankfurt,,6.0,-6106.0,-23.99
M4119,A26,,,Electrical,2024-06-17,2024-06-26,2024-07-01,81475.0,,176.0,40738.0,,High,,Chicago,123.0,8.0,19029.0,
M3617,A15,A-320,,,2024-09-23,,2024-10-02,5189.0,4101.0,106.0,10597.0,inhouse,Critical,Delayed,Singapore,121.0,8.0,-1088.0,-20.97
M4588,A54,B737,Scheduled,Electrical,2023-11-29,2023-11-29,2023-12-01,,18467.0,99.0,42648.0,,Critical,Delayed,LosAngeles,53.0,7.0,,
M377,A08,A320,Unscheduled,,2022-11-12,2022-11-18,,80702.0,96936.0,,34175.0,,Low,Cancelled,,,9.0,16234.0,
M169,A21,B777,Scheduled,Engine,2022-10-02,,,45442.0,,,41405.0,InHouse,,Delayed,LosAngeles,38.0,2.0,13256.0,29.17
M860,A48,B787,,LandingGear,2023-11-08,2023-11-07,,,73212.0,,42331.0,InHouse,,Completed,Chicago,,10.0,-22306.0,
M2032,A43,B787,Emergency,Electrical,2022-05-18,2022-05-27,2022-06-01,,22661.0,185.0,14070.0,,,Completed,LosAngeles,98.0,1.0,-2124.0,-8.57
M3401,A47,B787,scheduled,Electrical,,2022-04-08,2022-04-08,61500.0,68220.0,,78007.0,inhouse,Critical,Completed,,,,6720.0,
M3086,A54,B777,,,,2024-09-05,,142005.0,107652.0,114.0,84713.0,,,,LosAngeles,127.0,8.0,-34353.0,-24.19
M379,A42,B777,Scheduled,Avionics,,2023-09-30,,,43757.0,13.0,88424.0,,,Delayed,Mumbai,,1.0,-9697.0,-18.14
M4352,A51,B777,Scheduled,,2022-02-12,2022-02-14,2022-02-18,137714.0,201492.0,139.0,69810.0,,,Completed,Frankfurt,,1.0,63778.0,
M1295,A52,B787,Scheduled,,,,2024-03-29,,77942.0,,,,Medium,,NewYork,44.0,6.0,19941.0,
M1946,A36,,Preventive,Engine,2023-11-09,,2023-11-22,38949.0,,,27376.0,V-B,High,Completed,NewYork,,5.0,11998.0,30.8
M1433,A09,,Emergency,Structure,2022-08-19,,,133214.0,181750.0,94.0,29594.0,,High,,NewYork,,4.0,,
M2520,A09,A320,Unscheduled,,,,,113403.0,149458.0,213.0,,inhouse,Low,Delayed,LosAngeles,,,36055.0,31.79
M4311,A11,b737,scheduled,Hydraulics,2023-03-04,,,128471.0,185779.0,,,,High,Completed,Frankfurt,,9.0,57308.0,44.61
M3149,A05,,Emergency,Structure,,2024-09-19,,,,128.0,,,,Cancelled,,21.0,2.0,-10772.0,-14.58
M1748,A02,B777,Scheduled,Electrical,2023-02-04,2023-02-10,,62909.0,,165.0,45660.0,InHouse,,Delayed,,107.0,4.0,,48.49
M3014,A21,b737,,LandingGear,2022-12-25,,,85277.0,121170.0,,56143.0,inhouse,Critical,Delayed,NewYork,144.0,,,42.09
M4657,A28,A320,,,,,,51726.0,71128.0,201.0,45580.0,,Low,Delayed,Chennai,,6.0,,37.51
M3309,A19,B737,scheduled,,2022-10-15,2022-10-20,2022-10-24,132976.0,178171.0,121.0,61079.0,,Medium,InProgress,Paris,22.0,5.0,45195.0,
M842,A26,B787,Scheduled,Avionics,,2022-05-01,2022-05-05,75611.0,,136.0,22808.0,,High,completed,Toronto,,3.0,35021.0,46.32
M2400,A16,A320,Emergency,Electrical,2024-04-03,,,,,86.0,7509.0,inhouse,,Delayed,Dallas,,3.0,,20.19
M1190,A55,,,Engine,,,,,9429.0,44.0,41218.0,V-C,High,completed,,64.0,2.0,-2228.0,
M176,A46,,,Engine,2023-10-11,2023-10-17,,71238.0,87404.0,119.0,79372.0,InHouse,Low,completed,Amsterdam,,9.0,16166.0,22.69
M3324,A47,A320,,Hydraulics,2022-01-25,,2022-02-07,,104832.0,,9801.0,V-C,High,,Chennai,,4.0,,38.03
M928,A39,b737,,LandingGear,,,2023-09-27,29474.0,22766.0,,,inhouse,,,Chicago,,2.0,,
M3039,A56,B777,,,,2022-02-07,,,182211.0,,65345.0,V-C,High,,Mumbai,85.0,3.0,52806.0,
M046,A45,B777,scheduled,Engine,,2023-01-04,,78310.0,109967.0,,26042.0,V-A,High,Cancelled,Frankfurt,,4.0,,
M1261,A45,B787,Preventive,Electrical,,,2024-02-08,,,17.0,61450.0,,Medium,,London,72.0,9.0,2853.0,4.41
M1097,A57,B737,Preventive,,,2023-03-04,2023-03-06,,83852.0,,80332.0,,,Completed,,53.0,5.0,13571.0,
M3946,A14,B737,,Hydraulics,2023-10-13,2023-10-21,,133742.0,154060.0,204.0,77158.0,,Critical,InProgress,London,,,20318.0,15.19
M3755,A60,,Preventive,,2022-12-30,2023-01-04,,,109024.0,165.0,,InHouse,,Completed,,,6.0,35406.0,48.09
M4951,A27,A-320,Emergency,Avionics,,2024-05-30,2024-06-04,22374.0,30707.0,191.0,80493.0,V-C,Low,Completed,,,8.0,8333.0,
M101,A32,,Unscheduled,,2022-11-13,2022-11-15,2022-11-17,,137914.0,44.0,,V-C,Critical,completed,,143.0,,43331.0,
M4055,A31,B787,Scheduled,Electrical,2022-08-22,2022-08-23,,39910.0,55866.0,156.0,19776.0,,,completed,Chennai,143.0,7.0,15956.0,39.98
M1031,A32,B777,scheduled,Electrical,2023-12-13,2023-12-14,2023-12-19,93362.0,72149.0,162.0,83754.0,,,Delayed,Mumbai,74.0,5.0,-21213.0,
M2923,A34,A-320,Emergency,,2022-08-22,2022-08-24,2022-08-24,131902.0,175203.0,211.0,63195.0,,Medium,InProgress,Dubai,31.0,,43301.0,32.83
M301,A42,A-320,Preventive,Engine,2023-05-09,,2023-05-26,,,,6655.0,V-B,High,InProgress,,,,,17.26
M4321,A27,A-320,scheduled,Avionics,2024-08-02,2024-08-05,2024-08-10,57284.0,43083.0,,,,Critical,InProgress,,16.0,1.0,-14201.0,-24.79
M1473,A29,b737,Unscheduled,,2022-02-21,2022-03-05,,,50183.0,43.0,5606.0,,,,Paris,,3.0,6043.0,
M284,A51,B737,,,,2024-08-02,2024-08-02,89131.0,89585.0,,38070.0,V-A,,completed,Toronto,,8.0,454.0,
M2806,A27,B787,,Structure,2024-05-12,,,108032.0,152315.0,74.0,63202.0,,,Cancelled,LosAngeles,48.0,5.0,44283.0,40.99
M2313,A41,A350,Preventive,Electrical,2023-06-09,2023-06-13,2023-06-15,,,,,V-B,Medium,Completed,Toronto,,,,
M4598,A48,A320,Emergency,Structure,2023-04-07,,2023-04-11,57990.0,52101.0,,60586.0,V-A,Low,,NewYork,106.0,,,-10.16
M3126,A08,A-320,,LandingGear,2023-09-07,2023-09-04,,9147.0,12572.0,13.0,60826.0,,,,Mumbai,,7.0,,37.44
M4002,A47,,Scheduled,,,2024-08-14,,60251.0,84754.0,65.0,82580.0,,,completed,Singapore,87.0,6.0,24503.0,40.67
M4386,A37,,,,,2024-01-23,,121559.0,,,28376.0,V-C,High,Delayed,,86.0,,,7.31
M1804,A43,,Scheduled,,,2023-11-05,2023-11-08,46739.0,47221.0,203.0,64173.0,V-C,,Completed,Singapore,89.0,9.0,482.0,1.03
M4557,A17,B777,,LandingGear,,2022-10-05,,76087.0,86055.0,,,InHouse,High,,Mumbai,,4.0,,13.1
M3822,A60,A350,Scheduled,Engine,2023-04-15,,2023-04-16,,29373.0,138.0,87132.0,V-A,Medium,completed,Toronto,,4.0,,-18.77
M4424,A26,b737,Scheduled,Structure,,2022-10-09,2022-10-09,,166485.0,162.0,,V-A,,completed,Amsterdam,114.0,6.0,39275.0,
M1958,A15,A350,Emergency,Structure,,2022-01-28,,89920.0,120615.0,,76305.0,V-C,Low,Delayed,Chicago,25.0,4.0,30695.0,
M2125,A02,A350,,,,,2022-09-29,71249.0,53538.0,105.0,35590.0,inhouse,Low,,NewYork,144.0,5.0,-17711.0,-24.86
M2938,A17,B737,Emergency,Engine,2022-09-27,2022-10-03,2022-10-05,,20383.0,,88291.0,,,,Toronto,,1.0,6571.0,47.57
M3556,A29,,,Hydraulics,2022-10-22,2022-10-31,2022-11-01,26321.0,,47.0,6709.0,inhouse,,Completed,Chennai,38.0,5.0,,
M3794,A53,B737,,Electrical,,2024-06-21,,,,165.0,21192.0,V-A,Low,InProgress,Chicago,,,23993.0,26.18
